"","Trend_Time","Trend","Trend_Q0.025","Trend_Q0.975","Number_of_Routes","Region","trend_type"
"286","Short-term",4.21435013462325,-0.0173157957344252,8.99237107610034,24,"US-SC-27","Short"
"287","Short-term",-3.25742452469077,-7.47042574521361,1.25648533624524,16,"US-SC-29","Short"
"288","Short-term",0.649000359624741,-1.56532764131185,3.15046654019203,20,"US-SD-11","Short"
"289","Short-term",-3.98510571672936,-6.97074989551717,-0.917637176618472,36,"US-SD-17","Short"
"290","Short-term",4.08876629020399,1.70643570486991,6.49005960553529,65,"CA-SK-11","Short"
"291","Short-term",0.885513934041127,-3.97138479845571,5.66384454314741,28,"CA-SK-6","Short"
"292","Short-term",-5.09651099293416,-7.59648015796277,-2.40676885508008,16,"US-TN-24","Short"
"293","Short-term",-4.22801761533695,-10.4536267272705,2.63562932017431,3,"US-TN-26","Short"
"294","Short-term",-3.49491003700484,-6.96692950167256,-0.00944701872357316,10,"US-TN-27","Short"
"295","Short-term",-3.1649238624832,-5.35462020143594,-0.969920173110435,15,"US-TN-28","Short"
"296","Short-term",2.26876644195243,-0.535243760095611,5.21746245466491,28,"US-TX-18","Short"
"297","Short-term",-0.944863342560892,-4.41952794101292,2.69264497153496,21,"US-TX-19","Short"
"298","Short-term",0.776535239819531,-3.91857548160424,5.43168172931071,18,"US-TX-20","Short"
"299","Short-term",-4.45376956367646,-6.21435214966795,-2.76975270115145,55,"US-TX-21","Short"
"300","Short-term",-11.4234575054686,-14.3742316471275,-8.33156794752404,22,"US-TX-25","Short"
"301","Short-term",-1.42566730904305,-5.16262402698604,2.3613339396133,28,"US-TX-35","Short"
"302","Short-term",-6.61228350063304,-12.2907702544496,-0.225779979819396,24,"US-TX-36","Short"
"303","Short-term",-6.13212482085884,-11.1072829726745,-0.957892647574098,20,"US-TX-37","Short"
"304","Short-term",1.33192342203449,-2.16700952782308,5.11629247868674,39,"US-UT-16","Short"
"305","Short-term",-2.7324574773418,-6.72429172878546,1.51196822847712,29,"US-UT-9","Short"
"306","Short-term",-3.60095779928181,-8.82989048338074,1.96192274925098,6,"US-VA-27","Short"
"307","Short-term",-0.70267953806602,-4.04748979104802,2.09814634059379,17,"US-VA-28","Short"
"308","Short-term",-2.28154730706471,-5.0203896268077,0.690889384701312,25,"US-VA-29","Short"
"309","Short-term",-8.57088818582882,-12.9852752907402,-3.65831756543144,4,"US-VA-30","Short"
"310","Short-term",-8.37748617788557,-13.3554088668448,-2.9102045536567,5,"US-VT-13","Short"
"311","Short-term",-6.64048783925246,-9.93839260718875,-3.06971547213637,19,"US-VT-14","Short"
"312","Short-term",-4.64500397060115,-10.8660008401542,1.71120114611012,10,"US-WA-10","Short"
"313","Short-term",0.926424242811175,-1.72253931667144,3.48666499129329,26,"US-WA-5","Short"
"314","Short-term",-0.0669992446758527,-2.82740840926971,2.50264126311105,45,"US-WA-9","Short"
"315","Short-term",-2.98124613651303,-5.88536490207417,-0.116340790405692,32,"US-WI-12","Short"
"316","Short-term",-1.75642490512007,-3.30259313032761,-0.313081404826918,62,"US-WI-23","Short"
"317","Short-term",0.109411943830295,-2.55647598809684,2.8388581542372,53,"US-WV-28","Short"
"318","Short-term",4.67312410003189,1.05653708599685,8.29983520527809,63,"US-WY-10","Short"
"319","Short-term",2.84127474197614,-3.11080978489076,9.08769406691882,6,"US-WY-16","Short"
"320","Short-term",0.657217120872156,-3.45886128143687,5.17758495892103,32,"US-WY-17","Short"
"321","Short-term",-1.49692417565,-7.5919796962947,5.27611397496908,5,"US-WY-18","Short"
"322","Short-term",-2.09603300860137,-12.3654248104452,8.30535023936371,14,"CA-YT-4","Short"
